priority	name	kind	section	allocatorAddress	seedPackage	stage	evidence	nativeCluster	nativeOperationIr	requiredGates
30	V_BeggarAndChild	village	S_VBAC	0x00E5D0B0		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_BeggarAndChild.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_BeggarAndChild.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_BodyGuard	village	S_VBGu	0x00E62730		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_BodyGuard.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_BodyGuard.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_BookCollecting	village	S_VBC	0x00E57A50		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_BookCollecting.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_BookCollecting.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_Bordello	village	S_VB	0x00E46A00		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_Bordello.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_Bordello.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_ChapelOfEvil	village	S_VCOE	0x00E6E230		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_ChapelOfEvil.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_ChapelOfEvil.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_ChickenKicking	village	S_VCK	0x00E68E60		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_ChickenKicking.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_ChickenKicking.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_DemonDoors	village	S_DDRS	0x00E75590		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_DemonDoors.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_DemonDoors.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_ExposeMayor	village	S_VEM	0x00E7B290		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_ExposeMayor.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_ExposeMayor.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_Fisherman	village	S_VFM	0x00E7E0B0		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_Fisherman.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_Fisherman.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_FishingCompetition	village	S_VFC	0x00E81EB0		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_FishingCompetition.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_FishingCompetition.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_FisticuffsClub	village	S_VFCC	0x00E8B700		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_FisticuffsClub.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_FisticuffsClub.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_GhostGrannyNecklace	village	S_VGGN	0x00E906F0		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_GhostGrannyNecklace.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_GhostGrannyNecklace.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_HauntedHouse	village	S_VHH	0x00E96DD0		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_HauntedHouse.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_HauntedHouse.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_HeroDolls	village	S_VHDS	0x00E98640		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_HeroDolls.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_HeroDolls.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_HeroDuel	village	S_VHD	0x00E9C300		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_HeroDuel.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_HeroDuel.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_HiddenBooty	village	S_VHB	0x00E93CF0		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_HiddenBooty.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_HiddenBooty.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_IntroductionToTrophies	village	S_VITT	0x00E9FB40		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_IntroductionToTrophies.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_IntroductionToTrophies.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_KnotholeGladeGates	village	S_VKGG	0x00EA2C60		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_KnotholeGladeGates.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_KnotholeGladeGates.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_LostTrader	village	S_VLT	0x00EA7680		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_LostTrader.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_LostTrader.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_MayorsInvitation	village	S_VMI	0x00EBCC10		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_MayorsInvitation.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_MayorsInvitation.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_MurderTwist	village	S_VMT	0x00EAE890		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_MurderTwist.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_MurderTwist.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_MurderTwistFinal	village	S_VMTF	0x00EB6A60		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_MurderTwistFinal.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_MurderTwistFinal.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_Oracle	village	S_VO	0x00EBEE30		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_Oracle.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_Oracle.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_ParanoidWhispers	village	S_VPW	0x00EC11B0		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_ParanoidWhispers.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_ParanoidWhispers.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_PicnicAreaAfterWaspBoss	village	S_VPAAWB	0x00EC1780		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_PicnicAreaAfterWaspBoss.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_PicnicAreaAfterWaspBoss.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_RandomPopulationSim	village	S_VRPS	0x00EC3BC0		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_RandomPopulationSim.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_RandomPopulationSim.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_RockTrollFirstEncounter	village	S_VRTFE	0x00EC5360		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_RockTrollFirstEncounter.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_RockTrollFirstEncounter.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_SickChild	village	S_VSC	0x00ED0E00		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_SickChild.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_SickChild.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_SingingStones	village	S_VSS	0x00ED39A0		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_SingingStones.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_SingingStones.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_SwordInTheStone	village	S_VSITS	0x00ED75F0		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_SwordInTheStone.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_SwordInTheStone.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_TalentlessBard	village	S_VTB	0x00EDACC0		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_TalentlessBard.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_TalentlessBard.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_TempleOfLight	village	S_VTOL	0x00EDEB40		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_TempleOfLight.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_TempleOfLight.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_TourGuide	village	S_VTG	0x00EE6C00		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_TourGuide.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_TourGuide.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_TravellingHeroes	village	S_VTH	0x00EE40A0		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_TravellingHeroes.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_TravellingHeroes.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
30	V_TrophyDealer	village	S_VTD	0x00EE80A0		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\V_TrophyDealer.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\V_TrophyDealer.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
40	Gameflow	global	S_GF	0x00CEF950		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\Gameflow.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\Gameflow.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
40	Global_DebugCycleThroughSpeech	global		0x00EE9450		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\Global_DebugCycleThroughSpeech.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\Global_DebugCycleThroughSpeech.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
40	Global_GiveHeroItemsFromRewardChest	global		0x00EEC750		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\Global_GiveHeroItemsFromRewardChest.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\Global_GiveHeroItemsFromRewardChest.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
40	Global_OpenChest	global		0x00EECEA0		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\Global_OpenChest.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\Global_OpenChest.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
40	Global_TeleportToHeroGuild	global		0x00CDDB60		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\Global_TeleportToHeroGuild.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\Global_TeleportToHeroGuild.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
40	Global_ToggleTimeDisplay	global		0x00EED060		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\Global_ToggleTimeDisplay.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\Global_ToggleTimeDisplay.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
40	Global_WatchForHeroDeath	global		0x00EE90A0		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\Global_WatchForHeroDeath.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\Global_WatchForHeroDeath.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
42	Expression_Dig	expression		0x00EEAE70		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\Expression_Dig.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\Expression_Dig.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
42	Expression_Fish	expression		0x00EE9F00		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\Expression_Fish.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\Expression_Fish.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
42	Expression_Follow	expression		0x00EEA3E0		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\Expression_Follow.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\Expression_Follow.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
42	Expression_Picklock	expression		0x00EEBD70		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\Expression_Picklock.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\Expression_Picklock.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
42	Expression_Pickpocket	expression		0x00EEB730		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\Expression_Pickpocket.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\Expression_Pickpocket.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
42	Expression_Steal	expression		0x00EEC390		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\Expression_Steal.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\Expression_Steal.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
42	Expression_Wait	expression		0x00EEA740		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\Expression_Wait.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\Expression_Wait.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
45	PersonalScriptMain	personal	S_PSM	0x00CDE2F0		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\PersonalScriptMain.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\PersonalScriptMain.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
45	PersonalScript_Aardvark	personal		0x00EFC8D0		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\PersonalScript_Aardvark.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\PersonalScript_Aardvark.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
45	PersonalScript_Empty	personal		0x00EF9130		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\PersonalScript_Empty.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\PersonalScript_Empty.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
45	PersonalScript_GlobalThings	personal	S_PSGT	0x00CE19A0		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\PersonalScript_GlobalThings.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\PersonalScript_GlobalThings.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
45	PersonalScript_alextest	personal		0x00EEE6D0		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\PersonalScript_alextest.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\PersonalScript_alextest.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
48	CS_OakValeRevisited	cutscene_host	CS_OVR	0x00EE8BE0		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\CS_OakValeRevisited.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\CS_OakValeRevisited.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
48	CS_PlayCutscene	cutscene_host		0x00F01760		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\CS_PlayCutscene.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\CS_PlayCutscene.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
50	DanyalTestScripts	master		0x00EFB0B0		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\DanyalTestScripts.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\DanyalTestScripts.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
50	Empty	master		0x00EEE940		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\Empty.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\Empty.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
50	Q_SunnyvaleMaster	master		0x00CDD550		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\Q_SunnyvaleMaster.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\Q_SunnyvaleMaster.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
50	alextest	master		0x00EED220		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\alextest.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\alextest.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
50	joss_test_scripts	master		0x00EF9EE0		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\joss_test_scripts.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\joss_test_scripts.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
60	HeroBoasts	script	S_HB	0x00CE6C40		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\HeroBoasts.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\HeroBoasts.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
60	LadyGreyWifeManager	script	S_LGWM	0x00CF91C0		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\LadyGreyWifeManager.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\LadyGreyWifeManager.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
60	bandit_level_cutscene	script		0x00EFAF30		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\bandit_level_cutscene.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\bandit_level_cutscene.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
60	guy_script	script		0x00EFA3C0		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\guy_script.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\guy_script.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
90	BenTestScripts	test		0x00EFF000		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\BenTestScripts.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\BenTestScripts.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
90	GuildSealTriggerTest	test		0x00EFC130		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\GuildSealTriggerTest.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\GuildSealTriggerTest.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
90	HeroTurningDebugger	test		0x00EFC460		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\HeroTurningDebugger.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\HeroTurningDebugger.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
90	HitSwitchTest	test		0x00EFBB70		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\HitSwitchTest.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\HitSwitchTest.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
90	MarkTestScripts	test		0x00EFE380		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\MarkTestScripts.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\MarkTestScripts.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
90	OracleMinigameTest	test		0x00F01330		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\OracleMinigameTest.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\OracleMinigameTest.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
90	ProximityPodiumTest	test		0x00EFB610		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\ProximityPodiumTest.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\ProximityPodiumTest.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
90	ShowTargetedThingHealth	test		0x00EFFCD0		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\ShowTargetedThingHealth.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\ShowTargetedThingHealth.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
90	TestNewNav1	test		0x00EEF9C0		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\TestNewNav1.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\TestNewNav1.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
90	TestNewNav2	test		0x00EEFB20		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\TestNewNav2.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\TestNewNav2.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
90	TestNewNav3	test		0x00EEFC80		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\TestNewNav3.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\TestNewNav3.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
90	TestNewNav4	test		0x00EEFDE0		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\TestNewNav4.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\TestNewNav4.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
90	TestNewNav5	test		0x00EEFF40		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\TestNewNav5.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\TestNewNav5.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
90	TestQuestCard1	test		0x00EEF540		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\TestQuestCard1.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\TestQuestCard1.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
90	TestQuestCard2	test		0x00EEF6D0		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\TestQuestCard2.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\TestQuestCard2.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
90	TestQuestCard3	test		0x00EEF860		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\TestQuestCard3.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\TestQuestCard3.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
90	TestTheInventory	test		0x00EEEE40		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\TestTheInventory.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\TestTheInventory.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
90	TonyTestScripts	test		0x00EFF770		compare-runtime-trace	native-operation-ir-address-resolved	D:\Documents\FableTLC\refs\script_recovery\native_clusters\TonyTestScripts.json	D:\Documents\FableTLC\refs\script_recovery\native_operation_ir\TonyTestScripts.json	typed-decompile;api-map;state-map;persistence-map;static-validate;trace-review
