# forge-autoname: evidence-based names for FUN_* (name->check workflow wf_698bd133-f69, 2026-07-21)
# addr	name	plate_comment  (high+medium confidence, checker-confirmed)
00706800	CArray_InsertNode	[forge-autoname conf=medium <- wf] Iterates linked list at *(int *)(param_1 + 0x30); malloc 0xc nodes; copies param_2 values; insertion into doubly-linked structure
008ea3f0	C3DVector_PointInConvexQuad_Plane	[forge-autoname conf=medium <- wf] Tests point (param_2) vs quad angles (param_1); complex plane calculations; name oversimplifies without 'Plane' context
00996610	PersistData_CompressAndVerify	[forge-autoname conf=high <- wf] Calls lzo1x_999_compress + lzo1x_decompress; malloc 0x70000; callers SaveGameState/TransferBinaryOut confirm compression wrapper
0099b770	CCharString_Replace	[forge-autoname conf=high <- wf] Calls AllocStringData; deallocates old string, reassigns param_1; param_2 new data, param_3 length - string replacement
009a0590	CCharString_InitFromCStr	[forge-autoname conf=high <- wf] Initializes CCharString from C string param_2; calls FUN_009a0300 to count length; sets flags/data clearly
00c29fc0	PKCSemaphore_Construct	[forge-autoname conf=high <- wf] Calls CreateSemaphoreA WinAPI; string '.\PKCSemaphore.cpp' + 'Could not create semaphore'; initializes semaphore handle
00c2a090	PKCSemaphore_Wait	[forge-autoname conf=high <- wf] Calls WaitForSingleObject on semaphore; string 'Waiting for semaphore unit failed'; error checking for timeout
004af610	CQuest_Array_FindByName	[forge-autoname conf=medium <- wf] Iterates quest list at param_1+0x38; CBasicString::Compare at +0x30; returns quest if found - quest lookup pattern
004b8920	std::list_Construct	[forge-autoname conf=medium <- wf] Initializes doubly-linked list: malloc 0x10, sets prev/next to self; standard linked list constructor
004c0050	CArray_InsertAppearanceNode	[forge-autoname conf=medium <- wf] malloc 0x18 node, inserts into linked list at param_1+0x38; refcounts param_2[2]; appearance node insertion pattern
004c5fa0	CAnimationList_GetTotalTime	[forge-autoname conf=medium <- wf] Sums animation times (offset +0x14) in tree; returns float; callers confirm animation timing context
005029a0	CBuilding_FindMostSpaceForNPCs	[forge-autoname conf=medium <- wf] Calls PeekPMaterial + FUN_0051bf90; counts occupants vs capacity; returns building with most space - building selection
0050e540	std::find_Linear	[forge-autoname conf=medium <- wf] Linear search for param_3 value in array param_1..param_2; unrolled 4-element checks; standard linear find
005b1a43	std::set_FindLE	[forge-autoname conf=medium <- wf] Binary search tree finds greatest element <=param_2; traversal via +0x8/+0xc/+0x10; shop inventory lookup context
005b1a8d	std::set_FindLE_Duplicate	[forge-autoname conf=medium <- wf] Identical logic to 005b1a43; template instantiation; RefreshSubtitles/BuyItem context confirms template
005bba94	std::vector_PushBack	[forge-autoname conf=medium <- wf] Capacity check +4/+8; calls FUN_005bb4e6 grow if needed; appends 4-byte value param_2 - vector append
005e2580	std::set_InsertOrFind	[forge-autoname conf=medium <- wf] Binary tree search+insert; calls FUN_005e1fc0 (rebalance); operator< comparisons; returns node + inserted flag
00673e10	std::vector_CopyRange	[forge-autoname conf=medium <- wf] Copies param_2 vector elements to new malloc; unrolled 3-int memcpy loop; param_1 destination - vector copy
007122c0	CScriptTask_IsRunning	[forge-autoname conf=medium <- wf] Checks if script task is active: reads list at +0x14, compares begin==end; callers confirm script task checking
007a3bc0	CWound_Constructor	[forge-autoname conf=medium <- wf] Initializes wound struct: zeros flags +0x1a..+0x28, malloc list at +0x30, inits CBaseIntelligentPointer - wound construction
008410d0	CNetworkConnection_Cleanup	[forge-autoname conf=high <- wf] Calls LSocket::Close + Kill + free pattern; cleans up network resources; callers confirm network cleanup context
00877c40	CTools::IsLineOfSightFiltered	[forge-autoname conf=high <- wf] Thiscall on CTools; calls IsLineOfSight; loops filtering objects by flag check (offset 0x91); used by visibility tests. Evidence matches proposal.
00999850	CAFile::FindNextFileSequential	[forge-autoname conf=medium <- wf] Fastcall; calls wfindnext, _wsplitpath, _findclose; sequential file directory traversal pattern. 'Sequential' inferred from control flow but function is not explicitly named in code.
009e14b0	VectorInsertRange	[forge-autoname conf=medium <- wf] Generic vector realloc/insert: malloc, memmove copies, inserts range of 8-element blocks; element size 0x20; called by rendering primitives. Pattern matches proposal.
00b6c120	VectorReallocateAndCopy	[forge-autoname conf=medium <- wf] Vector realloc with _Uninit_copy and _Uninit_fill_n; element size 8 bytes; malloc/free pattern; used by CEngineWaterRenderer. Proposal is accurate.
00c59b00	Graphics_ConvertTimeToPixels	[forge-autoname conf=medium <- wf] Float-to-int conversion using __allmul/__alldiv; time-to-pixel math with magic constant 0xac44. Proposal is plausible for rendering time scaling.
004c46c0	VectorReserve	[forge-autoname conf=high <- wf] Thiscall; reserves vector capacity; element size 0xc; calls _Uninit_copy; used by GetHelperPoint, GetDummyObject. Pattern matches std::vector::reserve.
0051cf10	VectorReallocateWithRange	[forge-autoname conf=medium <- wf] Generic vector realloc: malloc, copy existing + new range, call destructors; element size 0x58; used by ConstructQuestList. Pattern accurate.
00567400	CTCElectrocutedEffect::InsertStringRange	[forge-autoname conf=high <- wf] Thiscall on CTCElectrocutedEffect; string buffer management with memmove; inserts range into string with capacity checks; calls OnInitialActivate on failure. Class::Method name is well-supported.
005bc237	ContainerInsertElement	[forge-autoname conf=medium <- wf] Thiscall; checks capacity at offset 0x4/0x8; calls FUN_005bc0fb to resize or shifts element; generic container insert pattern but no clear class evidence. Drop speculative class prefix.
005e1420	VectorInsertSequence	[forge-autoname conf=medium <- wf] Vector realloc with memmove; copies existing data and inserts sequence; element size 4; used by animation functions. Pattern matches proposal.
005e9760	BinaryTreeInsert	[forge-autoname conf=medium <- wf] Thiscall; tree traversal comparing *param_2 to tree nodes; inserts new node if not found; used by ActivateReal. Pattern consistent with binary tree insertion.
007021f0	CViewBase::GetMarkerRegionName	[forge-autoname conf=high <- wf] Thiscall on CViewBase; calls GetDisplayEngine, GetRegionNumberFromName, GetNextRegionOnRouteTo; returns region name string. Class and method names are clearly supported.
00770de0	ContainerFindElement	[forge-autoname conf=medium <- wf] Thiscall; searches container at offset 0xc/0x10 for matching item using FUN_00737880; used by collision. Generic container search pattern is accurate.
00991840	MessageMap::FindMessageByID	[forge-autoname conf=medium <- wf] Thiscall; calls LowerBound on CVectorMap at offset 0x30; retrieves value at offset 0x34; used by message lookup. Pattern matches map find operation.
009ef900	VectorInsertElementRange	[forge-autoname conf=medium <- wf] Generic vector insert: malloc, copies existing + range; element size 4; used by Initialise. Pattern consistent with vector range insertion.
00a0c380	Math_ComputeAngleXY	[forge-autoname conf=high <- wf] Fastcall; computes atan2(offset 0x18, offset 0x1c); normalizes angle via _CIfmod; used by camera/movement. Computation is clearly angle calculation from XY offsets.
00ab3810	VectorPushBack	[forge-autoname conf=medium <- wf] Thiscall; checks capacity at offset 0x8/0xc; pushes (param_2, param_3) or calls FUN_00ab4150 to resize; vector push pattern matches proposal.
00c13620	VectorBoundsCheckOrThrow	[forge-autoname conf=medium <- wf] Thiscall; accesses array at offset 4 with param_2 as index; throws error on bounds violation. Pattern matches bounds check utility proposal.
00451583	VertexListInsertVertices	[forge-autoname conf=medium <- wf] Thiscall; calls FUN_00450ccc, copies param_3 data param_2 times; appends to vertex list in BuildCacheOptimizedVertexList. Pattern matches vertex insertion.
004b8e40	VectorFind	[forge-autoname conf=high <- wf] Fastcall; linear search of vector with 4-element unroll; compares CCharString via Compare; returns matching element pointer. Pattern is clearly a vector search.
004bbf00	Mesh_InterpolatePosition	[forge-autoname conf=high <- wf] Fastcall; interpolates 3D position from matrix at offset 0x60; used by GetHelperPoint, GetDummyObject, GetPositionMatrix. Interpolation computation is clearly supported.
004bd390	DoubleLinkedListInsertNode	[forge-autoname conf=high <- wf] Thiscall; malloc 0xc node (prev/next/data), inserts at offset 0x3c; doubly-linked list pattern; used by CTCLight, CTCGraphicAppearance. Pattern clearly matches proposal.
00567d60	CTCElectrocutedEffect::ReplaceString	[forge-autoname conf=high <- wf] Thiscall on CTCElectrocutedEffect; replaces string buffer via memmove; calls OnInitialActivate on failure; has offset-based string tracking. Class::Method is well-supported.
00618100	Campfire_InsertRegionNode	[forge-autoname conf=medium <- wf] Non-thiscall; malloc/SetPItem in loop; inserts region refs into linked list; used by GetRegionsToDisplay, GetPNearCampfire. Campfire-specific naming is supported by callers.
006b93d0	Faction::FindFactionByHash	[forge-autoname conf=high <- wf] Thiscall on CVectorMap; calls CCRC::Calc to hash, LowerBound to find; used by SetFaction, OnSerialise. Hash-based faction lookup is clearly supported.
0070e8b0	CAnimateThing::UpdateFrameLogic	[forge-autoname conf=high <- wf] Thiscall on CAnimateThing; calls UpdateCombinationAnimList, CAnimSet::Update, PreloadAnims; comprehensive frame animation update logic. Method name is well-justified.
007ea2f0	Creature::GetTargetFirePoint	[forge-autoname conf=high <- wf] Fastcall; tries 4 helper point names (bone refs), falls back to interpolated matrix position; used by GetFireAtPos, GetTargetPoint. Creature targeting logic is clearly supported.
0084e810	ScriptEventList::InsertEvent	[forge-autoname conf=medium <- wf] Thiscall; checks capacity at 0x4c/0x50, inserts (param_2, param_3) pair; calls FUN_0084fab0 to resize. Pattern matches event list insertion.
009bee00	Engine_CalculateTextureMemoryFromQuality	[forge-autoname conf=medium <- wf] Fastcall; multiplies quality bits (offset 0x128/0x129) by 100; texture memory computation is clear from callers (InitialiseTextures, texture renderers).
009d5f80	CBankFile::ConstructorInitialize	[forge-autoname conf=high <- wf] Fastcall; calls CBankFile::CBankFile constructor, malloc two 0x14 lists, InitializeCriticalSection; initialization sequence matches constructor logic.
009d6490	CBankFile::Destructor	[forge-autoname conf=high <- wf] Fastcall; comprehensive cleanup: abort async, DeleteCriticalSection, free lists, release counted pointers; destructor pattern is clearly supported.
009e51c0	CSymbolMap::FindSymbol	[forge-autoname conf=high <- wf] Thiscall; calls LowerBound on CVectorMap at 0x4, FastCompare; checks if symbol exists; used by ReleaseFont, DatabaseSerialise. Class::Method naming is well-supported.
00bda0d0	LandscapeLayerList::InsertNode	[forge-autoname conf=medium <- wf] Thiscall; malloc 0xc node, inserts at layer-indexed list; used by ClearTextures, TesselateEdgeGeneric. Landscape-specific linked list insertion is supported by callers.
00c21620	CTCInventory::OnCreate	[forge-autoname conf=high <- wf] Thiscall; initialization: calls FUN_00c20720/FUN_00c207c0/FUN_00c207a0, AddLearnedExpression, OnCreate on CTCStealth; creation hook is clearly supported.
00414e30	CStringParser::ConstructorInitialize	[forge-autoname conf=high <- wf] Thiscall on CBase; initializes CCharString fields, malloc list, calls CStringParser::Init; constructor initialization sequence is clearly supported.
004416e0	VectorReallocateDouble	[forge-autoname conf=medium <- wf] Vector realloc: malloc, memmove, free old; 8-byte elements (2x 4-byte); used by guild seal/navigation. Element size and pattern match proposal.
00492973	CSubtitleRenderer::SetText	[forge-autoname conf=high <- wf] Thiscall on CSubtitleRenderer; parses embedded tags, sets text strings, buttons, pause flag; comprehensive subtitle display setup. Method name is well-justified by extensive control flow.
005003e0	ListNode_InsertPointer	[forge-autoname conf=medium <- wf] Doubly-linked list insertion (malloc 0xc, prev/next at +0x14) - no class context evident for CThingPopulation
00566ea0	String_Compare	[forge-autoname conf=high <- wf] Length check then byte-by-byte comparison, returns 0/1 - clear string comparison semantics
00616580	BinaryTree_LowerBound	[forge-autoname conf=medium <- wf] Binary tree traversal with node comparison at +0x10, left/right children at +0x8/+0xc
0065fba4	CVectorMap_LowerBound_Faction	[forge-autoname conf=high <- wf] Template instantiation explicit: CVectorMap<ulong,CCountedPointer<CFaction>>::LowerBound
006dab90	BinaryTree_LowerBound	[forge-autoname conf=medium <- wf] Identical structure to 00616580 - binary tree lower bound search
0076c000	std::vector_Relocate	[forge-autoname conf=medium <- wf] Calls _Move and _Copy_impl on arrays, log2 capacity calculation
0076c1a0	std::vector_Relocate_Sorted	[forge-autoname conf=medium <- wf] Similar to 0076c000 but calls _Insertion_sort1 before _Copy_impl
0076fd40	LinkedList_InsertAll	[forge-autoname conf=medium <- wf] Iterates range [param_2, param_3), allocates 0x24-byte nodes, manages prev/next
007e4680	IsInterfaceVisibleWithBit	[forge-autoname conf=medium <- wf] Flag check at +0x30, CVectorMap<ETCInterfaceType> lookup, bit 5 extraction from result
0082a500	Map_InsertMarker	[forge-autoname conf=medium <- wf] Called by all marker initialization functions, manages CBaseIntelligentPointer insertion
008ac200	BinaryTree_Search	[forge-autoname conf=medium <- wf] Binary tree search for CBasicString<char> using operator< comparisons
0098db20	CVectorMap_Insert_Morphs	[forge-autoname conf=medium <- wf] CVectorMap insertion for EHeroMorphType/CParticleMorphs key-value pairs
009ab5d0	BinaryTree_Search	[forge-autoname conf=medium <- wf] Identical to 008ac200 - binary tree search for CBasicString<char>
00a141d0	Vector2_RotateAndScale	[forge-autoname conf=high <- wf] atan2, sin, cos, SQRT, magnitude calculation - clear 2D rotation + scaling math
00a38420	CVectorMap_LookupByCRC	[forge-autoname conf=high <- wf] Calls CCRC::Calc then CVectorMap::LowerBound for CRC hash lookup
00a61270	ListNode_Insert	[forge-autoname conf=medium <- wf] Allocates 0x34-byte nodes with CWideString, manages doubly-linked list pointers
00a87090	Vector_Copy	[forge-autoname conf=medium <- wf] Copies vector [param_2[0], param_2[1]) - allocates by source size, calls memmove
00c0be20	RefcountedData_Copy	[forge-autoname conf=medium <- wf] Manages refcount at -0xc with conditional increment/decrement - refcounted copy not just string copy
00cacaf0	Refcount_DecrementUnloadDLL	[forge-autoname conf=medium <- wf] InterlockedDecrement on global counter, calls FreeLibrary on zero - DLL refcount cleanup
00419f50	Vector_FromRange	[forge-autoname conf=medium <- wf] Allocates from source range [param_2[0], param_2[1]), copies elements via loop
004316cf	BinaryTree_InsertDigScriptNode	[forge-autoname conf=medium <- wf] Binary tree insertion for NScript::CExpression_DigScript, calls Compare and Alloc
004676ef	Vector_FillInsert	[forge-autoname conf=medium <- wf] Inserts param_3 elements of value param_4 into vector with capacity check
0046eabd	CActiveFile_Copy	[forge-autoname conf=high <- wf] Copies CActiveFile containers, handles capacity expansion, calls OnReadFinished
0047c500	ListNode_Insert	[forge-autoname conf=medium <- wf] Allocates 0x20-byte list nodes, copies from param_5, manages prev/next/container
0047c6a0	TreeNode_RecursiveDelete	[forge-autoname conf=medium <- wf] Recursive tree cleanup: deletes left subtree, destructs 3 CCharString fields per node
004ba7a0	CCombatWheel_Resize	[forge-autoname conf=high <- wf] Resizes CCombatWheel ring array, calls ResetRings if existing, allocates param_2*4 bytes
004c4890	ListNode_InsertCombatAnimation	[forge-autoname conf=medium <- wf] Inserts CCreatureAction_PlayCombatAnimation node: allocates 0x18 bytes, copies action
004c4f70	ListNode_InsertAbilityData	[forge-autoname conf=medium <- wf] List insertion with refcount copy at +0x14: allocates 0x20 bytes, increments refcount
004c6960	ListNode_InsertSplineData	[forge-autoname conf=medium <- wf] Allocates 0x1c-byte nodes, copies 3 uint fields from param_5
0051aa00	ListNode_InsertWithClone	[forge-autoname conf=medium <- wf] List node insertion calling FUN_00517590 for cloning/copying, allocates 0x18 bytes
005293d0	ListNode_InsertSpline	[forge-autoname conf=medium <- wf] Inserts spline node with CCharString/CWideString: allocates 0x20 bytes, copies 2 uints and strings
005348e0	Vector_Find	[forge-autoname conf=high <- wf] Linear search for value param_3 in int array: compares 4 elements per iteration, returns match pointer
00553a00	RBTree_Insert	[forge-autoname conf=high <- wf] malloc+tree node init (0x10,0x14,0x18 with refcount), left/right link updates (0x08,0x0c), rebalance call FUN_0042971d, count increment; standard BST insert pattern
00567af0	RBTree_Insert	[forge-autoname conf=high <- wf] malloc+node init (0x10,0x14), tree pointer updates (0x08,0x0c), rebalance via FUN_0042971d; variant without refcount field
00568500	RBTree_Insert	[forge-autoname conf=high <- wf] malloc+node init (0x10,0x14,0x18 refcount), tree links, rebalance FUN_0042971d; identical pattern to 00553a00
0056a0a0	RBTree_Insert	[forge-autoname conf=high <- wf] malloc+init, calls FUN_00566cd0 on second field, tree links (0x08,0x0c), rebalance FUN_0042971d; complex key type variant
005e3110	Vector_PushBack	[forge-autoname conf=high <- wf] Caller StatRegisterClass; tests capacity at +0x04/+0x08, direct append if space, calls FUN_005e29d0 for growth; classic vector append pattern
005e9100	RBTree_Insert	[forge-autoname conf=high <- wf] malloc+node (0x10,0x14), tree links (0x08,0x0c), rebalance FUN_0042971d; uint pair variant
00616e10	RBTree_Insert	[forge-autoname conf=high <- wf] malloc+node (0x10,0x14), tree links (0x08,0x0c), rebalance FUN_0042971d; generic variant
00616f90	RBTree_Insert	[forge-autoname conf=high <- wf] malloc+node (0x10,0x14,0x18 three-field), tree links, rebalance FUN_0042971d; triplet variant
006182f0	Vector_ReallocateForInsert	[forge-autoname conf=high <- wf] Callers CreateMiniMapMarkers, OnInitLeaf; calls _Copy_backward, _Fill, malloc/free; vector growth+copy pattern
006741e0	Vector_Assign	[forge-autoname conf=high <- wf] Callers _Move operations; calls _Copy_impl, _Uninit_copy; reallocates and assigns vector contents
006bd140	RBTree_Insert	[forge-autoname conf=high <- wf] malloc+CCharString node (0x10,0x14,0x18), operator< comparison, tree links, rebalance FUN_0042971d; string-keyed variant
007203a0	RBTree_Insert	[forge-autoname conf=high <- wf] malloc 0x34 with CCharString+7 fields (0x10-0x30), operator< comparison, tree links, rebalance FUN_0042971d; large complex node variant
00739b00	RBTree_Find	[forge-autoname conf=high <- wf] Traverses tree via left/right children (0x08,0x0c), compares key at 0x10, calls FUN_00739670 for result processing; pure traversal, no insertion
00756150	RBTree_Insert	[forge-autoname conf=high <- wf] malloc+CCharString node (0x10,0x14,0x18), operator< comparison, tree links, rebalance FUN_0042971d; string-keyed variant
0076a110	RBTree_Insert	[forge-autoname conf=high <- wf] malloc 0x20 with mixed types (CCharString at 0x18), tree links, alternative path via FUN_00769980, rebalance FUN_0042971d
0076b120	Vector_PushBack	[forge-autoname conf=high <- wf] Callers CreateEffectOnHit, InitAttachedEffects, etc; tests capacity at +0x04/+0x08, calls FUN_0076ada0 for growth; copies 4 uint fields
00777790	RBTree_Insert	[forge-autoname conf=high <- wf] malloc 0x30, copies 8 fields starting at 0x14, tree links (0x08,0x0c), rebalance FUN_0042971d; struct array variant
00788ffc	Vector_Assign	[forge-autoname conf=high <- wf] Allocates+fills ulong array, calls _Fill_n, FUN_00405ba0 (memcpy), free old; vector assignment/reallocation pattern
007929a0	RBTree_Insert	[forge-autoname conf=high <- wf] malloc 0x2c, copies uint+CIcicleData (0x10,0x14+), tree links, rebalance FUN_0042971d; icicle data variant
00797ca0	RBTree_Insert	[forge-autoname conf=high <- wf] malloc 0x2c, uint+CIcicleData pair, tree links, rebalance FUN_0042971d; identical to 007929a0
0079e580	CCreatureAction_SetDirection	[forge-autoname conf=medium <- wf] Callers are Scorpion action initializers; conditionally allocates/frees memory, updates refcount at +0x4c; action-specific helper, not generic tree/vector
007acea0	Vector_Copy	[forge-autoname conf=high <- wf] Allocates destination vector, copies CCharString elements via copy constructor; vector copy-constructor pattern
007acf70	RBTree_Insert	[forge-autoname conf=high <- wf] malloc 0x18, CCharString+1 field, operator< comparison, tree links, rebalance FUN_0042971d; string-keyed single-field variant
007ae1d0	RBTree_Insert	[forge-autoname conf=high <- wf] malloc 0x20, CCharString+FUN_007acea0 call, operator< comparison, tree links, rebalance FUN_0042971d; vector-containing value variant
007e9b40	RBTree_Insert	[forge-autoname conf=high <- wf] malloc 0x18, uint pair (0x10,0x14), tree links, rebalance FUN_0042971d; uint pair variant
00801730	RBTree_Insert	[forge-autoname conf=high <- wf] malloc 0x18, int pair (0x10,0x14), tree links, rebalance FUN_0042971d; int pair variant
0082f7b0	RBTree_Insert	[forge-autoname conf=medium <- wf] CCreatureAction_NavToPos clone-based insert via CCreatureAction_NavToPos::Clone, uint pair comparison (0x10,0x14), tree links, rebalance FUN_0042971d; clone-based specialization
008843f0	RBTree_Insert	[forge-autoname conf=high <- wf] Calls FUN_008840d0 (constructor), uint key at 0x10, tree links, rebalance FUN_0042971d; constructor-based insertion variant
008b2dd0	RBTree_Insert	[forge-autoname conf=high <- wf] Traverses tree via left/right, determines insertion point via comparison at 0x10, calls FUN_008b29a0 for rebalance; standard BST insert with traversal
00990830	RBTree_Insert	[forge-autoname conf=high <- wf] malloc 0x18, CPendingObjectSortKey pair, std::less comparison operator, tree links, rebalance FUN_0042971d; comparator-based variant
00990a10	RBTree_Insert	[forge-autoname conf=high <- wf] malloc 0x18, uint pair (0x10,0x14), tree links, rebalance FUN_0042971d; uint pair duplicate
009a80b0	GetLanguageData	[forge-autoname conf=medium <- wf] Callers GetLanguage, CRenderManager2D; calls FUN_009ab5d0/FUN_009ab4f0 lookups, parses morphtype/language index at 0x18; data lookup helper, not tree/vector
009aaf70	RBTree_Insert	[forge-autoname conf=high <- wf] CCreatureAction_NavToPos clone-based, operator< on string field, tree links, rebalance FUN_0042971d; string-keyed clone variant
009ab120	RBTree_Insert	[forge-autoname conf=high <- wf] malloc 0x28, CSpecialAbilitiesDrainLifeDef, operator= assignment, operator< comparison, tree links, rebalance FUN_0042971d; complex object variant
009ab2f0	RBTree_Insert	[forge-autoname conf=high <- wf] malloc 0x18, 2x CCharString, operator< comparison, tree links, rebalance FUN_0042971d; dual-string variant
009b5160	RBTree_Insert	[forge-autoname conf=high <- wf] malloc 0x18, uint+refcounted ptr, refcount management (+4 increment), tree links, rebalance FUN_0042971d; refcounted value variant
009d40b0	RBTree_Insert	[forge-autoname conf=high <- wf] malloc 0x20, CCharString+FUN_00535470 call, operator< comparison, tree links, rebalance FUN_0042971d; string+computed-value variant
009e5170	SymbolMap_Lookup	[forge-autoname conf=high <- wf] Callers GetDefGlobalIndexFromName, CompileDefinition, etc; calls CVectorMap::LowerBound + FastCompare; retrieves symbol at 0x0c; lookup not insert
009ef0d0	RBTree_Insert	[forge-autoname conf=high <- wf] malloc 0x18, char+CCharString, tree links, rebalance FUN_0042971d; char-key string-value variant
009f0fa0	RBTree_Insert	[forge-autoname conf=high <- wf] Calls FUN_009f0de0 (constructor), uint key at 0x10, tree links, rebalance FUN_0042971d; constructor-based variant
009f67e0	EventContainer_Erase	[forge-autoname conf=high <- wf] Container erase pattern with 0xd-dword shifts, destructor calls on removed items, and size management at param_1+4
00a0e2a0	Vector_ReserveAndSeek	[forge-autoname conf=medium <- wf] Capacity/chunk navigation with 8-byte elements, pool pointer at param_1[3], seek logic confirmed
00a21640	TreeNode_RecursiveDelete	[forge-autoname conf=high <- wf] Recursive tree deletion with offsets +0xc and +8, counter decrements at 0x24/0x25, free() on each node
00a2c4e0	std_set_insert	[forge-autoname conf=medium <- wf] Tree node insert with malloc(0x1c), uint pair at +0x10/+0x14, FUN_0042971d rebalance call
00a2dc90	std_set_insert_CCharString	[forge-autoname conf=medium <- wf] Tree insert with CCharString copy constructor, operator< for ordering, malloc(0x20)
00ad3440	std_set_insert_uint_pair	[forge-autoname conf=medium <- wf] Tree insert with malloc(0x18), two uint stored at +0x10/+0x14, standard tree rebalance
00ad42c0	std_set_insert_uint_with_refcount	[forge-autoname conf=medium <- wf] Tree insert with malloc(0x20), uint pair plus refcount pointer at +0x18 with increment
00ad5240	TreeNode_DestructWithRefcount	[forge-autoname conf=high <- wf] Recursive tree deletion with refcount decrement at +0x18, vtable [1] dtor call when refcount reaches zero
00adb670	std_set_insert_uint_triple	[forge-autoname conf=medium <- wf] Tree insert with malloc(0x1c), three uint at 0x10/0x14/0x18, standard tree rebalance
00b96d70	std_set_insert_int_array	[forge-autoname conf=medium <- wf] Tree insert with malloc(0x30), copies 8-int array starting at +0x10, tree rebalance via FUN_0042971d
00b96f00	std_set_insert_int_with_refcount	[forge-autoname conf=medium <- wf] Tree insert with malloc(0x1c), int plus refcount ptr at +0x18 with increment logic
00b983d0	std_set_insert_int_call_helper	[forge-autoname conf=medium <- wf] Tree insert with malloc(0x20), int at +0x10, calls FUN_00b97de0 for auxiliary initialization
00bd8a60	std_set_insert_uint_call_helper	[forge-autoname conf=medium <- wf] Tree insert with malloc(0x20), uint at +0x10, calls FUN_006f0810 for auxiliary initialization
00c3c930	LinkedList_ClearAndDestructor	[forge-autoname conf=high <- wf] Fastcall list clear, pops nodes from param_1+4 calling vtable [0] destructor, decrements count at +0x10
00c74d30	Animation_InterpolateHelper	[forge-autoname conf=medium <- wf] Calls FUN_00c74510 twice for interpolation, sets norm values to 0x3f800000; generic helper not animation-specific
00c8aa80	GetSampleRecursive	[forge-autoname conf=medium <- wf] Recursive sample retrieval from param_1+0x44 buffer, returns longlong pair; 'Audio' prefix unconfirmed
00c8aaf0	GetNormalizedSample	[forge-autoname conf=medium <- wf] Recursive normalization function, returns float10, divides longlong by int; 'Audio' prefix unconfirmed
00d39330	Game_InitializeRound	[forge-autoname conf=high <- wf] Main/StartRound/CheckCompletion callers; initializes GUEST, PROPHET1-5, SCYTHE characters; creates CFourierAnalysis; calls RunCutsceneMacro_Func
00e68b20	Game_InitializeArena	[forge-autoname conf=high <- wf] Similar init pattern, initializes HERO, CHICKEN, ORGANISER; allocates character morphs; calls OnKill and RunCutsceneMacro_Func
00411b90	std_vector_assign	[forge-autoname conf=high <- wf] Thiscall vector operator=, reallocates if source larger, element size 0x1c, uses _Copy_impl for range copy
004313e9	std_set_insert_uint_via_FUN	[forge-autoname conf=medium <- wf] Tree insert via FUN_00431471 node construction, tree pointer manipulation, FUN_0042971d rebalance
00432b38	CTCCarryable_assign	[forge-autoname conf=high <- wf] Thiscall returns CTCCarryable*, operator= pattern with OnKill call, node copy via FUN_00432bab, parent link rebuild
0046230e	CTCCarryable_assign_copy	[forge-autoname conf=high <- wf] Nearly identical to 00432b38, CTCCarryable operator= with OnKill, FUN_00462381 node copy, parent link management
0046496f	std_vector_push_copy_element	[forge-autoname conf=high <- wf] Vector push pattern, memmove copy from param_3 to param_2, size calculation, updates param_1+4 end pointer
004b4a10	CQuestManager_ActivateQuest	[forge-autoname conf=high <- wf] Thiscall CQuestManager method, param_2 is quest ID, calls ActivateMultipleQuests, manages particle morphs
004bcf50	Appearance_OnAppearanceDrawHelper	[forge-autoname conf=medium <- wf] Thiscall helper called by OnAppearanceDraw (3x), calls FUN_004c2560, processes appearance drawing logic
004bd040	Appearance_FloatToCoord	[forge-autoname conf=medium <- wf] Thiscall called by OnAppearanceDraw (3x), calls __ftol2 for float-to-int conversion (4 times), coordinate transformation
004e6466	std_set_insert_via_FUN	[forge-autoname conf=medium <- wf] Tree insert via FUN_004e6210 node construction, tree pointer management, FUN_0042971d rebalance
004f9408	std_vector_copy_pairs	[forge-autoname conf=high <- wf] Thiscall copies 2-element pairs from range [param_2, param_1[1]) to param_1, updates param_1[1] end
00514400	std_map_insert_CCharString	[forge-autoname conf=high <- wf] Thiscall map insert, malloc(0x14), node construction via FUN_00513300, tree navigation via +8/+0xc links
00517ba0	std_vector_construct_with_fill	[forge-autoname conf=high <- wf] Thiscall vector constructor from range [param_2, param_3) with optional repeats (param_5), element size 0xc, _Uninit_copy
0055b760	CHoverable_destructor	[forge-autoname conf=high <- wf] Fastcall destructor for CHoverable, deletes 4 event lists at offsets 0x174/0x188/0x178/0x17c via remove_if, calls ~CHoverable base
00567980	TreeNode_DestructWithSmartPtr	[forge-autoname conf=high <- wf] Recursive tree deletion with refcount decrement at +0x18, calls vtable [1] dtor when refcount reaches zero, operator_delete
00569a80	TreeNode_DestructWithCCharString	[forge-autoname conf=high <- wf] Recursive tree deletion, iterates CCharString objects at +0x14 to +0x18 calling ~CCharString, frees buffer and node
0057955a	CCreatureAction_SheatheItemToInventory_ForDivineWrath_constructor	[forge-autoname conf=high <- wf] Thiscall wrapper that directly invokes CCreatureAction_SheatheItemToInventory_ForDivineWrath constructor; explicit type match
00580d21	BinarySearchTree_FindOrInsertPos	[forge-autoname conf=high <- wf] Thiscall BST search with uint comparison at +0x10, navigation via +8/+0xc, returns position and insertion flag in param_2+1
